player_id,total_bets,total_wagered,avg_bet,bet_volatility,total_won,net_loss,total_sessions,first_bet,last_bet,segment,preferred_game,days_active,lifetime_value,avg_daily_value
P000071,22732,7841889.96,344.9714041879289,193.4621631553111,10939832.52,3097914.39,131,2024-07-12 20:02:00,2024-12-30 21:33:33.103274,whale,ROULETTE_EURO,172,-3097914.39,-18011.130174418606
P000072,6881,1833316.45,266.43168870803663,152.18959586340497,1203323.07,-629991.61,264,2024-01-04 02:35:00,2024-12-30 20:56:11.321689,whale,SLOT_FORTUNE,362,629991.61,1740.308314917127
P000073,45612,4489176.67,98.42095654652285,26.399417304836525,3713548.43,-775644.7199999999,92,2024-03-21 10:00:00,2024-12-28 19:33:16.821554,whale,SLOT_CLASSIC,283,775644.7199999999,2740.79406360424
P000074,2618,1021739.15,390.2746944232238,211.66732919424604,1531927.97,510188.79,113,2024-05-24 20:08:00,2024-12-29 23:27:31.310634,whale,ROULETTE_EURO,220,-510188.79,-2319.0399545454543
P000075,54,89994.2,1666.5592592592593,398.54878421996784,40206.770000000004,-49787.43,16,2024-11-08 21:09:00,2024-12-30 02:19:00.000000,whale,BLACKJACK_LIVE,52,49787.43,957.4505769230769
P000076,62609,6133109.53,97.95891213723267,41.03699584629913,8815863.4,2682713.4499999997,82,2024-09-21 19:35:00,2024-12-30 06:01:00.610137,whale,ROULETTE_EURO,100,-2682713.4499999997,-26827.134499999996
P000077,9274,2009577.1199999999,216.6893594996765,118.52281365133148,1281818.78,-727752.64,186,2024-06-19 17:10:00,2024-12-30 23:18:44.260830,whale,SLOT_FORTUNE,195,727752.64,3732.0648205128205
P000078,56611,6623644.45,117.00278126159228,85.04924695488027,4923404.64,-1700241.97,348,2024-04-15 10:43:00,2024-12-30 21:38:31.075861,whale,SLOT_CLASSIC,260,1700241.97,6539.392192307692
P000079,4361,1650867.96,378.55261637239164,165.7673389135193,886689.74,-764179.26,255,2024-06-25 21:48:00,2024-12-30 23:50:30.700955,whale,SLOT_FORTUNE,189,764179.26,4043.276507936508
P000080,5948,658942.52,110.78388029589779,51.107363119859805,428912.91,-230029.56,79,2024-10-16 01:37:00,2024-12-30 22:59:15.463145,whale,SLOT_CLASSIC,76,230029.56,3026.7047368421054
P000081,531,52942.51,99.70340866290019,25.37429615829582,33545.35,-19397.170000000002,8,2024-12-19 06:34:00,2024-12-30 19:00:46.381318,whale,SLOT_CLASSIC,12,19397.170000000002,1616.4308333333336
P000082,1802,2106601.91,1169.0354661487238,537.9510072665852,1111745.95,-994855.87,242,2024-03-24 21:29:00,2024-12-30 18:51:15.595724,whale,BLACKJACK_LIVE,281,994855.87,3540.4123487544484
P000083,9983,1843468.19,184.66074226184514,92.38280527131444,1274407.13,-569057.12,115,2024-09-13 18:21:00,2024-12-29 22:52:03.005523,whale,SLOT_FORTUNE,108,569057.12,5269.047407407407
P000084,119751,81157449.13,677.718341642241,262.4742517529703,116436667.97,35279288.64,547,2024-04-14 20:50:00,2024-12-30 20:02:51.219790,whale,ROULETTE_EURO,260,-35279288.64,-135689.57169230768
P000085,2844,790029.91,277.7882946554149,156.7341532049587,521420.91,-268608.16,120,2024-09-05 17:50:00,2024-12-31 00:00:18.714167,whale,SLOT_FORTUNE,117,268608.16,2295.7962393162393
P000086,18965,8393746.85,442.5914500395465,260.65256704871854,5202301.6,-3191445.28,307,2024-05-08 23:19:00,2024-12-30 21:46:07.258882,whale,SLOT_FORTUNE,236,3191445.28,13523.073220338982
P000087,16647,4305113.75,258.6119871448309,119.30764348516979,6227013.08,1921921.33,81,2024-10-24 00:50:00,2024-12-30 23:05:54.562349,whale,ROULETTE_EURO,68,-1921921.33,-28263.548970588236
P000088,8526,4295351.4,503.7944405348347,345.57762091621186,2955400.13,-1339950.18,208,2024-03-22 00:29:00,2024-12-28 19:48:13.329836,whale,BLACKJACK_LIVE,282,1339950.18,4751.596382978723
P000089,72685,15555526.21,214.01288037421753,75.92473835205249,10455761.61,-5099772.0,338,2024-04-06 01:51:00,2024-12-30 23:38:52.723905,whale,BLACKJACK_LIVE,269,5099772.0,18958.260223048328
P000090,815,447300.0,548.8343558282209,269.078856024138,275303.59,-171996.41,60,2024-10-17 16:56:00,2024-12-30 20:50:28.584605,whale,SLOT_FORTUNE,75,171996.41,2293.2854666666667
P000091,9815,3800285.83,387.19162812022415,204.048367096661,2398299.55,-1401988.14,116,2024-05-16 23:25:00,2024-12-30 01:04:24.165099,whale,SLOT_FORTUNE,228,1401988.14,6149.070789473683
P000092,854,854000.0,1000.0,0.0,1192000.0,338000.0,9,2024-12-13 20:14:00,2024-12-30 21:46:18.131685,whale,ROULETTE_EURO,18,-338000.0,-18777.777777777777
P000093,18623,3123133.56,167.7030317349514,86.88378442497931,2169600.86,-953537.96,335,2024-01-27 00:47:00,2024-12-30 19:04:14.100421,whale,BLACKJACK_LIVE,339,953537.96,2812.796342182891
P000094,5865,6947800.0,1184.6206308610401,802.6083821045612,4667852.64,-2279947.36,251,2024-06-11 08:01:00,2024-12-30 22:57:32.797036,whale,BLACKJACK_LIVE,203,2279947.36,11231.26778325123
P000095,1251,317174.88,253.53707434052757,151.2762735460974,198712.16,-118462.53,65,2024-09-14 04:41:00,2024-12-30 21:02:59.493313,whale,SLOT_FORTUNE,108,118462.53,1096.8752777777777
P000096,34519,5469779.48,158.45706654306326,71.95168032106207,3509590.48,-1960187.59,398,2024-02-03 01:42:00,2024-12-30 23:48:27.362388,whale,SLOT_FORTUNE,332,1960187.59,5904.1794879518075
P000097,5996,1936962.07,323.0423732488326,152.28477643305604,2675584.83,738615.6000000001,27,2024-11-19 19:04:00,2024-12-29 21:07:37.746321,whale,ROULETTE_EURO,41,-738615.6000000001,-18015.014634146344
P000098,11408,7139313.0,625.8163569424964,303.64868393387235,10332102.39,3192793.23,213,2024-06-02 19:24:00,2024-12-30 23:22:34.343935,whale,ROULETTE_EURO,212,-3192793.23,-15060.345424528301
P000099,5202,3889925.67,747.7750230680507,785.0155837793505,2609428.07,-1280497.6,104,2024-08-14 17:43:00,2024-12-29 00:06:06.616924,whale,BLACKJACK_LIVE,137,1280497.6,9346.697810218979
P000100,1831,1119966.71,611.6694210813763,215.00761374164836,1685083.0,565117.41,72,2024-11-08 19:53:00,2024-12-30 23:44:08.798433,whale,ROULETTE_EURO,53,-565117.41,-10662.592641509435
P000101,13041,254038.68,19.48,0.0,190408.7,-63637.670000000006,133,2024-03-08 10:08:00,2024-12-28 12:47:41.191009,vip,SLOT_FORTUNE,296,63637.670000000006,214.9921283783784
P000102,3129,94185.14,30.100715883668904,7.98180869700484,127058.91,32873.14,79,2024-05-16 22:06:00,2024-12-28 22:45:15.946142,vip,ROULETTE_EURO,227,-32873.14,-144.8155947136564
P000103,358,13208.63,36.89561452513966,9.109001152829732,6003.5,-7205.13,11,2024-12-10 22:41:00,2024-12-30 18:51:41.020897,vip,BLACKJACK_LIVE,20,7205.13,360.2565
P000104,1985,69038.3,34.78,0.0,41218.35,-27820.100000000002,58,2024-09-06 22:55:00,2024-12-24 00:20:41.242116,vip,SLOT_FORTUNE,109,27820.100000000002,255.23027522935783
P000105,5147,764149.59,148.46504565766466,83.31811880423965,490077.61,-274073.47,236,2024-06-02 04:54:00,2024-12-30 19:46:49.521569,vip,BLACKJACK_LIVE,212,274073.47,1292.7993867924527
P000106,1197,131828.82,110.13268170426066,2.620837469189469,83964.13,-47864.36,79,2024-07-04 22:27:00,2024-12-30 20:01:24.147738,vip,SLOT_FORTUNE,179,47864.36,267.3986592178771
P000107,3592,115339.12,32.11,0.0,81507.48999999999,-33829.3,37,2024-07-08 16:32:00,2024-12-21 05:48:10.783503,vip,BLACKJACK_LIVE,166,33829.3,203.7909638554217
P000108,10318,290352.41000000003,28.140377011048656,6.752422966515006,407476.78,117120.0,34,2024-12-02 04:50:00,2024-12-31 00:23:35.290355,vip,ROULETTE_EURO,29,-117120.0,-4038.6206896551726
P000109,834,144367.27000000002,173.10224220623505,39.59432867259784,78119.92,-66247.40000000001,77,2024-07-29 23:22:00,2024-12-26 21:29:44.530788,vip,BLACKJACK_LIVE,150,66247.40000000001,441.6493333333334
P000110,63532,738241.84,11.62,0.0,524220.45,-214094.00999999995,201,2024-04-22 09:20:00,2024-12-31 01:04:33.960902,vip,SLOT_FORTUNE,253,214094.00999999995,846.2213833992093
P000111,348,31546.559999999998,90.65103448275862,42.98245349484888,15207.32,-16339.17,24,2024-11-13 18:31:00,2024-12-28 21:45:01.442315,vip,SLOT_CLASSIC,46,16339.17,355.199347826087
P000112,11667,162286.13999999998,13.909843147338647,5.464494407241659,87855.16,-74423.51,58,2024-10-23 23:33:00,2024-12-30 23:02:10.910233,vip,SLOT_FORTUNE,68,74423.51,1094.4633823529412
P000113,7112,881556.11,123.95333380202474,63.36718106719074,1269596.79,388042.41,241,2024-03-21 23:38:00,2024-12-30 17:41:41.526141,vip,ROULETTE_EURO,284,-388042.41,-1366.346514084507
P000114,2134,56409.700000000004,26.43378631677601,14.671545014142088,27949.79,-28459.88,83,2024-01-05 21:16:00,2024-12-26 19:36:04.884448,vip,BLACKJACK_LIVE,356,28459.88,79.94348314606742
P000115,6832,348315.10000000003,50.9828893442623,13.711418810315827,249062.1,-99257.78,181,2024-07-27 20:36:00,2024-12-29 18:34:54.057259,vip,SLOT_FORTUNE,155,99257.78,640.3727741935484
P000116,727,54522.47,74.99651994497937,8.059853960309464,29344.7,-25177.25,93,2024-09-30 17:47:00,2024-12-30 18:50:53.425917,vip,SLOT_FORTUNE,92,25177.25,273.6657608695652
P000117,8366,212546.6,25.406000478125748,6.348182496846605,133460.2,-79083.91,76,2024-07-27 22:18:00,2024-12-30 20:33:04.731227,vip,SLOT_FORTUNE,156,79083.91,506.94814102564106
P000118,478,26117.35,54.63880753138075,29.92155680922044,18440.49,-7676.82,32,2024-10-26 18:51:00,2024-12-30 20:45:35.170776,vip,SLOT_FORTUNE,66,7676.82,116.31545454545454
P000119,33,1723.59,52.23,0.0,664.15,-1059.4499999999998,3,2024-12-27 00:09:00,2024-12-28 23:42:50.922392,vip,SLOT_FORTUNE,2,1059.4499999999998,529.7249999999999
P000120,2502,269515.24,107.71992006394883,27.572646083914016,248039.76,-21475.45,140,2024-03-24 18:18:00,2024-12-27 20:07:46.834810,vip,SLOT_CLASSIC,279,21475.45,76.97293906810036
P000121,9077,471381.62,51.931433292938195,25.612011229095234,656566.72,185189.97,225,2024-02-10 22:44:00,2024-12-29 07:24:55.786979,vip,ROULETTE_EURO,323,-185189.97,-573.343560371517
P000122,7605,694812.81,91.36263116370809,43.955656363073196,983185.86,288372.25,150,2024-05-18 19:31:00,2024-12-30 22:38:21.332961,vip,ROULETTE_EURO,227,-288372.25,-1270.362334801762
P000123,11698,605551.42,51.76538040690717,25.67849392418379,864856.3,259298.9,262,2024-02-26 10:04:00,2024-12-29 20:37:37.997518,vip,ROULETTE_EURO,308,-259298.9,-841.8795454545455
P000124,7054,370877.01,52.576837255457896,22.738686287822613,519216.01,148332.21,33,2024-10-15 20:52:00,2024-12-27 20:40:22.683993,vip,ROULETTE_EURO,73,-148332.21,-2031.9480821917807
P000125,3081,206464.15,67.01205777345018,38.15224138942454,131823.19,-74641.19,125,2024-03-29 13:34:00,2024-12-26 10:32:30.516667,vip,SLOT_FORTUNE,272,74641.19,274.41613970588236
P000126,589,94390.2,160.25500848896434,7.512238962261391,52702.57,-41687.64,69,2024-09-21 22:58:00,2024-12-30 22:14:10.213553,vip,BLACKJACK_LIVE,100,41687.64,416.8764
P000127,40,1079.07,26.97675,13.274225147602055,1989.77,910.6800000000001,1,2024-12-28 23:14:00,2024-12-28 23:30:27.955307,vip,ROULETTE_EURO,1,-910.6800000000001,-910.6800000000001
P000128,7828,464988.68,59.40070005109862,31.58458361910433,279122.06,-185869.41,241,2024-01-14 22:20:00,2024-12-27 22:51:55.097772,vip,BLACKJACK_LIVE,349,185869.41,532.577106017192
P000129,1037,72252.63,69.67466730954678,39.07207681319682,43592.34,-28660.329999999998,67,2024-09-21 18:55:00,2024-12-28 18:25:43.317742,vip,BLACKJACK_LIVE,98,28660.329999999998,292.45234693877546
P000130,1525,59764.75,39.19,0.0,33827.35,-25937.87,195,2024-06-10 21:10:00,2024-12-29 22:20:24.911499,vip,SLOT_FORTUNE,203,25937.87,127.77275862068964
P000131,3682,266117.27,72.27519554589897,18.389428121668185,180186.79,-85930.66,133,2024-03-05 20:45:00,2024-12-28 22:26:07.476981,vip,BLACKJACK_LIVE,299,85930.66,287.3935117056856
P000132,4057,130330.85,32.124932215923096,16.4979380114837,98334.51,-31996.239999999998,96,2024-09-05 20:29:00,2024-12-26 20:18:38.293166,vip,BLACKJACK_LIVE,112,31996.239999999998,285.68071428571426
P000133,2309,103235.39,44.71,0.0,53315.9,-49919.28,77,2024-03-24 16:43:00,2024-12-20 17:52:45.231620,vip,BLACKJACK_LIVE,272,49919.28,183.52676470588236
P000134,15302,687498.38,44.92866161286106,12.37274013191864,398659.18,-288840.48,114,2024-06-09 20:46:00,2024-12-30 10:09:25.198409,vip,BLACKJACK_LIVE,204,288840.48,1415.8847058823528
