date,game_id,cumulative_player_base,daily_active_users,gross_daily_revenue,daily_payout,daily_ggr,total_bets,active_players,total_wagered,total_won,gross_gaming_revenue,total_sessions,hold_percentage,avg_bet_size,bets_per_player,game_type,theoretical_rtp,volatility,visual_engagement,days_from_launch,year,month,day_of_month,day_of_week,week_of_year,is_weekend,is_month_start,is_month_mid,ggr_lag1,ggr_lag7,ggr_lag30,revenue_lag1,revenue_lag7,revenue_lag30,dau_lag1,dau_lag7,bets_lag7,player_base_lag7,ggr_ma7,ggr_ma30,revenue_ma7,revenue_ma30,dau_ma7,bets_ma7,ggr_std7,ggr_std30,revenue_std7,ggr_sum7,revenue_sum7,ggr_min7,ggr_max7,ggr_growth_7d,ggr_growth_30d,revenue_growth_7d,dau_growth_7d,player_growth_7d,ggr_per_player,revenue_per_player,bets_per_session,hold_vs_expected,ggr_vs_ma7_ratio,ggr_range7
2024-01-04,G001,70,6,12370.089999999976,3898.6600000000003,8471.46,215,6,12370.089999999976,3898.6600000000003,-8471.46,7,68.48341442948285,57.535302325581284,35.833333333333336,slot,0.96,high,0.85,3,2024,1,4,5,1,0,0,0,2134.6399999999976,null,null,3823.809999999996,null,null,4,null,null,null,3334.3549999999973,3334.3549999999973,5150.267499999992,5150.267499999992,6.25,210.0,3580.6753861108386,3580.6753861108386,5092.481652936176,13337.41999999999,20601.069999999967,165.03000000000014,8471.46,0.0,0.0,0.0,0.0,0.0,1411.9099999999999,2061.6816666666627,30.714285714285715,17.12084442303406,2.5406592879282517,8306.429999999998
2024-01-04,G002,70,7,3631.339999999992,1715.7599999999995,1915.5799999999977,245,7,3631.339999999992,1715.7599999999995,-1915.5799999999977,7,52.75132595680938,14.821795918367314,35.0,table,0.995,low,0.7,3,2024,1,4,5,1,0,0,0,2125.5100000000007,null,null,3641.930000000002,null,null,8,null,null,null,3692.9474999999993,3692.9474999999993,6419.3624999999965,6419.3624999999965,6.0,125.75,4110.760366658663,4110.760366658663,6262.133917972769,14771.789999999997,25677.449999999986,922.0800000000003,9808.619999999999,0.0,0.0,0.0,0.0,0.0,273.6542857142854,518.762857142856,35.0,105.50275252888416,0.5187130334238431,8886.539999999999
2024-01-04,G003,70,4,573.7799999999988,794.9899999999996,-221.30000000000015,365,4,573.7799999999988,794.9899999999996,221.30000000000015,4,-38.56878943148953,1.5719999999999967,91.25,table,0.973,medium,0.65,3,2024,1,4,5,1,0,0,0,-813.4300000000005,null,null,1795.9600000000105,null,null,2,null,null,null,-299.12000000000023,-299.12000000000023,1087.6100000000033,1087.6100000000033,3.5,275.75,379.56144122746036,379.56144122746036,626.243467138253,-1196.480000000001,4350.440000000013,-813.4300000000005,101.29000000000005,0.0,0.0,0.0,0.0,0.0,-55.32500000000004,143.4449999999997,91.25,-14.284731528651434,0.7398368547740037,914.7200000000006
2024-01-04,G004,70,8,2785.2699999999863,1732.0800000000004,1053.0400000000016,343,8,2785.2699999999863,1732.0800000000004,-1053.0400000000016,9,37.80746570350475,8.120320699708415,42.875,slot,0.94,medium,0.6,3,2024,1,4,5,1,0,0,0,1391.1499999999965,null,null,6460.110000000035,null,null,8,null,null,null,1194.725,1194.725,3867.829999999996,3867.829999999996,8.0,422.75,461.3912302663174,461.3912302663174,2241.691928819253,4778.9,15471.319999999983,629.5400000000008,1705.1700000000005,0.0,0.0,0.0,0.0,0.0,131.6300000000002,348.1587499999983,38.111111111111114,6.3012440335285165,0.8814078553642065,1075.6299999999997
2024-01-05,G001,93,10,9986.26999999997,2225.910000000001,7760.380000000026,363,10,9986.26999999997,2225.910000000001,-7760.380000000026,12,77.71049651171107,27.510385674931044,36.3,slot,0.96,high,0.85,4,2024,1,5,6,1,0,0,0,8471.46,null,null,12370.089999999976,null,null,6,null,null,null,4219.560000000003,4219.560000000003,6117.467999999988,6117.467999999988,7.0,240.6,3678.840391434515,3678.840391434515,4911.966110949858,21097.800000000014,30587.33999999994,165.03000000000014,8471.46,0.0,0.0,0.0,0.0,0.0,776.0380000000025,998.626999999997,30.25,19.427613706143642,1.8391443657632596,8306.429999999998
2024-01-05,G002,93,9,21706.26000000007,10498.04000000001,11208.210000000012,345,9,21706.26000000007,10498.04000000001,-11208.210000000012,12,51.63584145771761,62.91669565217412,38.333333333333336,table,0.995,low,0.7,4,2024,1,5,6,1,0,0,0,1915.5799999999977,null,null,3631.339999999992,null,null,7,null,null,null,5196.000000000002,5196.000000000002,9476.742000000011,9476.742000000011,6.6,169.6,4895.87552771208,4895.87552771208,8726.315828576824,25980.000000000007,47383.71000000006,922.0800000000003,11208.210000000012,0.0,0.0,0.0,0.0,0.0,1245.356666666668,2411.8066666666746,28.75,103.27178140308075,2.1570842956120106,10286.130000000012
2024-01-05,G003,93,8,12659.589999999771,21871.340000000004,-9211.380000000043,1758,8,12659.589999999771,21871.340000000004,9211.380000000043,8,-72.76207207342583,7.20113196814549,219.75,table,0.973,medium,0.65,4,2024,1,5,6,1,0,0,0,-221.30000000000015,null,null,573.7799999999988,null,null,4,null,null,null,-2081.5720000000088,-2081.5720000000088,3402.0059999999567,3402.0059999999567,4.4,572.2,3999.2156515084494,3999.2156515084494,5203.487281062473,-10407.860000000044,17010.029999999784,-9211.380000000043,101.29000000000005,0.0,0.0,0.0,0.0,0.0,-1151.4225000000054,1582.4487499999714,219.75,-26.94890558811954,4.425203644168928,9312.670000000044
2024-01-05,G004,93,16,7422.769999999945,4699.310000000002,2723.8199999999924,1097,16,7422.769999999945,4699.310000000002,-2723.8199999999924,20,36.69546543945202,6.766426618049175,68.5625,slot,0.94,medium,0.6,4,2024,1,5,6,1,0,0,0,1053.0400000000016,null,null,2785.2699999999863,null,null,8,null,null,null,1500.5439999999985,1500.5439999999985,4578.817999999986,4578.817999999986,9.6,557.6,792.0149647134168,792.0149647134168,2509.2641767099703,7502.719999999992,22894.089999999927,629.5400000000008,2723.8199999999924,0.0,0.0,0.0,0.0,0.0,170.23874999999953,463.92312499999656,54.85,6.115910663550882,1.8152216796041936,2094.2799999999916
2024-01-06,G001,105,10,5041.59000000001,1938.7499999999993,3102.790000000001,381,10,5041.59000000001,1938.7499999999993,-3102.790000000001,12,61.54387802260784,13.232519685039398,38.1,slot,0.96,high,0.85,5,2024,1,6,7,1,1,0,0,7760.380000000026,null,null,9986.26999999997,null,null,10,null,null,null,4033.431666666669,4033.431666666669,5938.154999999992,5938.154999999992,7.5,264.0,3321.8904014637073,3321.8904014637073,4415.297019670353,24200.590000000015,35628.92999999995,165.03000000000014,8471.46,0.0,0.0,0.0,0.0,0.0,310.2790000000001,504.159000000001,31.75,15.385961251979166,0.7692680219779763,8306.429999999998
2024-01-06,G002,105,10,20814.529999999933,7666.729999999999,13147.790000000005,161,10,20814.529999999933,7666.729999999999,-13147.790000000005,10,63.16640346911531,129.28279503105549,16.1,table,0.995,low,0.7,5,2024,1,6,7,1,1,0,0,11208.210000000012,null,null,21706.26000000007,null,null,9,null,null,null,6521.298333333335,6521.298333333335,11366.373333333331,11366.373333333331,7.166666666666667,168.16666666666666,5451.0707003575635,5451.0707003575635,9074.310431517466,39127.79000000001,68198.23999999999,922.0800000000003,13147.790000000005,0.0,0.0,0.0,0.0,0.0,1314.7790000000005,2081.452999999993,16.1,126.33292741869882,2.0161307347028803,12225.710000000005
2024-01-06,G003,105,12,18237.62999999979,24280.01000000008,-6041.710000000093,1566,12,18237.62999999979,24280.01000000008,6041.710000000093,15,-33.12771451115174,11.645996168582242,130.5,table,0.973,medium,0.65,5,2024,1,6,7,1,1,0,0,-9211.380000000043,null,null,12659.589999999771,null,null,8,null,null,null,-2741.595000000023,-2741.595000000023,5874.609999999929,5874.609999999929,5.666666666666667,737.8333333333334,3925.399702576826,3925.399702576826,7638.301326357733,-16449.570000000138,35247.659999999574,-9211.380000000043,101.29000000000005,0.0,0.0,0.0,0.0,0.0,-503.4758333333411,1519.8024999999825,104.4,-12.269519342581479,2.203720826745031,9312.670000000044
2024-01-06,G004,105,11,2845.389999999999,1615.8900000000003,1229.6200000000017,708,11,2845.389999999999,1615.8900000000003,-1229.6200000000017,14,43.21446269228479,4.018912429378529,64.36363636363636,slot,0.94,medium,0.6,5,2024,1,6,7,1,1,0,0,2723.8199999999924,null,null,7422.769999999945,null,null,16,null,null,null,1455.3899999999987,1455.3899999999987,4289.913333333321,4289.913333333321,9.833333333333334,582.6666666666666,716.9821934748419,716.9821934748419,2353.2787351579564,8732.339999999993,25739.479999999927,629.5400000000008,2723.8199999999924,0.0,0.0,0.0,0.0,0.0,111.78363636363652,258.6718181818181,50.57142857142857,7.202410162516066,0.8448731955008643,2094.2799999999916
2024-01-07,G001,113,4,216.6899999999998,66.84000000000002,149.7500000000002,90,4,216.6899999999998,66.84000000000002,-149.7500000000002,4,69.10794222160706,2.4076666666666644,22.5,slot,0.96,high,0.85,6,2024,1,7,1,1,1,0,0,3102.790000000001,null,null,5041.59000000001,null,null,10,null,null,null,3478.620000000002,3478.620000000002,5120.80285714285,5120.80285714285,7.0,239.14285714285714,3369.051562542002,3369.051562542002,4574.074568109238,24350.340000000015,35845.61999999995,149.7500000000002,8471.46,0.0,0.0,0.0,0.0,0.0,37.43750000000005,54.17249999999995,22.5,17.276976287309456,0.04304868022376693,8321.71
2024-01-07,G002,113,6,11519.31000000001,5094.430000000001,6424.879999999998,178,6,11519.31000000001,5094.430000000001,-6424.879999999998,8,55.77486846000318,64.71522471910119,29.666666666666668,table,0.995,low,0.7,6,2024,1,7,1,1,1,0,0,13147.790000000005,null,null,20814.529999999933,null,null,10,null,null,null,6507.524285714287,6507.524285714287,11388.221428571429,11388.221428571429,7.0,169.57142857142858,4976.257417741631,4976.257417741631,8283.875877137121,45552.670000000006,79717.55,922.0800000000003,13147.790000000005,0.0,0.0,0.0,0.0,0.0,1070.813333333333,1919.8850000000018,22.25,111.5498433022269,0.9873001955758023,12225.710000000005
2024-01-07,G003,113,5,1486.0900000000063,2849.350000000008,-1363.1899999999969,355,5,1486.0900000000063,2849.350000000008,1363.1899999999969,5,-91.72997597722824,4.186169014084525,71.0,table,0.973,medium,0.65,6,2024,1,7,1,1,1,0,0,-6041.710000000093,null,null,18237.62999999979,null,null,12,null,null,null,-2544.680000000019,-2544.680000000019,5247.6785714285115,5247.6785714285115,5.571428571428571,683.1428571428571,3621.058451346356,3621.058451346356,7167.357049367136,-17812.760000000133,36733.74999999958,-9211.380000000043,101.29000000000005,0.0,0.0,0.0,0.0,0.0,-272.63799999999935,297.21800000000127,71.0,-33.97405257668067,0.5357019350173644,9312.670000000044
2024-01-07,G004,113,10,4233.429999999948,2444.4299999999994,1789.2100000000016,663,10,4233.429999999948,2444.4299999999994,-1789.2100000000016,11,42.263838069839906,6.385263951734462,66.3,slot,0.94,medium,0.6,6,2024,1,7,1,1,1,0,0,1229.6200000000017,null,null,2845.389999999999,null,null,11,null,null,null,1503.0785714285705,1503.0785714285705,4281.844285714268,4281.844285714268,9.857142857142858,594.1428571428571,666.5625404873491,666.5625404873491,2148.345822059818,10521.549999999994,29972.909999999876,629.5400000000008,2723.8199999999924,0.0,0.0,0.0,0.0,0.0,178.92100000000016,423.34299999999484,60.27272727272727,7.043972731737656,1.1903635871140676,2094.2799999999916
2024-01-09,G001,147,17,20370.189999999864,9736.520000000006,10633.599999999999,612,17,20370.189999999864,9736.520000000006,-10633.599999999999,19,52.20177131386634,33.284624183006315,36.0,slot,0.96,high,0.85,8,2024,1,9,3,2,0,0,0,149.7500000000002,165.03000000000014,null,216.6899999999998,394.03999999999996,null,4,5,109,19,4974.130000000003,4372.992500000002,7974.538571428545,7026.976249999977,8.714285714285714,311.0,3929.8231422885556,4015.9960877319836,6815.763803662336,34818.91000000002,55821.769999999815,149.7500000000002,10633.599999999999,63.434345270556804,0.0,50.69574154908097,2.4,6.7368421052631575,625.5058823529411,1198.2464705882273,32.21052631578947,13.05043582766726,2.137780878264137,10483.849999999999
2024-01-09,G002,147,7,27756.410000000058,14910.619999999992,12845.780000000008,195,7,27756.410000000058,14910.619999999992,-12845.780000000008,8,46.280408741620334,142.3405641025644,27.857142857142858,table,0.995,low,0.7,8,2024,1,9,3,2,0,0,0,6424.879999999998,9808.619999999999,null,11519.31000000001,15784.969999999996,null,6,6,89,19,6941.404285714288,7299.8062500000015,13098.427142857152,13434.245000000008,7.142857142857143,184.71428571428572,5424.286695498492,5123.205290468454,10326.730454667511,48589.830000000016,91688.99000000006,922.0800000000003,13147.790000000005,0.30964192720280825,0.0,0.7584075231058447,0.16666666666666666,6.7368421052631575,1835.1114285714298,3965.2014285714367,24.375,92.56090575619919,1.8506024820420246,12225.710000000005
2024-01-09,G003,147,6,28777.29,36770.65000000009,-7993.209999999998,729,6,28777.29,36770.65000000009,7993.209999999998,7,-27.776104004233886,39.47502057613169,121.5,table,0.973,medium,0.65,8,2024,1,9,3,2,0,0,0,-1363.1899999999969,101.29000000000005,null,1486.0900000000063,1432.980000000005,null,5,3,98,19,-3701.037142857162,-3225.7462500000165,9154.00857142851,8188.879999999947,6.0,773.2857142857143,3915.7284310743466,3866.4870566406644,11109.311655431822,-25907.260000000133,64078.059999999576,-9211.380000000043,-221.30000000000015,-79.91410800671333,0.0,19.08212954821414,1.0,6.7368421052631575,-1332.2016666666664,4796.215,104.14285714285714,-10.287442112155961,2.1597216378729245,8990.080000000044
2024-01-09,G004,147,18,3407.9499999999944,3571.4999999999995,-163.5700000000017,793,18,3407.9499999999944,3571.4999999999995,163.5700000000017,19,-4.799659619419357,4.297540983606551,44.05555555555556,slot,0.94,medium,0.6,8,2024,1,9,3,2,0,0,0,1789.2100000000016,629.5400000000008,null,4233.429999999948,1374.569999999998,null,10,6,193,19,1389.7771428571418,1294.747499999999,4572.327142857125,4172.607499999984,11.571428571428571,679.8571428571429,874.7019541099739,853.2573301639834,1798.7553124842912,9728.439999999993,32006.289999999874,-163.5700000000017,2723.8199999999924,-1.259824633859646,0.0,1.4792844307674398,2.0,6.7368421052631575,-9.087222222222316,189.33055555555524,41.73684210526316,-0.7999432381163377,-0.11769512892097939,2887.389999999994
2024-01-10,G001,180,24,8632.60000000005,3751.4400000000014,4881.040000000024,1039,24,8632.60000000005,3751.4400000000014,-4881.040000000024,25,56.541945647892824,8.308565928777718,43.291666666666664,slot,0.96,high,0.85,9,2024,1,10,4,2,0,0,0,10633.599999999999,2566.2899999999922,null,20370.189999999864,4013.129999999994,null,17,10,449,42,5304.808571428578,4429.4422222222265,8634.462857142837,7205.378888888874,10.714285714285714,395.2857142857143,3788.2844322394317,3760.4355658413388,6588.115611940177,37133.66000000005,60441.23999999986,149.7500000000002,10633.599999999999,0.9019830182871142,0.0,1.151089050192758,1.4,3.2857142857142856,203.37666666666766,359.6916666666687,41.56,14.135478829111458,0.920116142604853,10483.849999999999
2024-01-10,G002,180,11,414267.3999999966,192253.8599999995,222013.51999999984,1155,11,414267.3999999966,192253.8599999995,-222013.51999999984,19,53.59183947373162,358.6730735930706,105.0,table,0.995,low,0.7,9,2024,1,10,4,2,0,0,0,12845.780000000008,922.0800000000003,null,27756.410000000058,2619.209999999999,null,7,3,64,42,38525.89571428569,31156.88555555554,71905.31142857096,57971.26222222185,8.285714285714286,340.57142857142856,81048.60611415197,71731.5023216184,151249.70054343465,269681.26999999984,503337.1799999967,1915.5799999999977,222013.51999999984,239.77468332465708,0.0,157.16501922335235,2.6666666666666665,3.2857142857142856,20183.047272727257,37660.67272727242,60.78947368421053,107.18378116588246,5.762708845148942,220097.93999999986
2024-01-10,G003,180,8,26412.86999999977,34635.44999999975,-8222.9,1279,8,26412.86999999977,34635.44999999975,8222.9,8,-31.132171551217535,20.651188428459555,159.875,table,0.973,medium,0.65,9,2024,1,10,4,2,0,0,0,-7993.209999999998,-263.0400000000003,null,28777.29,547.7199999999993,null,6,5,357,42,-4838.160000000019,-3780.9855555555705,12849.029999999908,10213.767777777706,6.428571428571429,905.0,3906.6962912926956,3981.91198636759,12032.79299856432,-33867.12000000013,89943.20999999935,-9211.380000000043,-221.30000000000015,-30.261024939172714,0.0,47.22330752939421,0.6,3.2857142857142856,-1027.8625,3301.608749999971,159.875,-11.530429631529337,1.6995924070307653,8990.080000000044
2024-01-10,G004,180,18,10175.86999999993,7742.510000000007,2433.4800000000378,1352,18,10175.86999999993,7742.510000000007,-2433.4800000000378,19,23.91422060226845,7.526531065088705,75.11111111111111,slot,0.94,medium,0.6,9,2024,1,10,4,2,0,0,0,-163.5700000000017,1705.1700000000005,null,3407.9499999999944,4851.369999999964,null,18,10,607,42,1493.8214285714328,1421.2733333333367,5332.969999999977,4839.6366666666445,12.714285714285714,786.2857142857143,957.8350203354239,883.8105798472926,2789.411789487746,10456.75000000003,37330.78999999983,-163.5700000000017,2723.8199999999924,0.42711870370698346,0.0,1.0975250290124243,0.8,3.2857142857142856,135.19333333333543,565.3261111111073,71.15789473684211,3.98570327533379,1.629030052358545,2887.389999999994
2024-01-11,G001,196,16,5644.940000000072,8221.479999999998,-2576.670000000021,419,16,5644.940000000072,8221.479999999998,2576.670000000021,18,-45.645657881217296,13.47241050119349,26.1875,slot,0.96,high,0.85,10,2024,1,11,5,2,0,0,0,4881.040000000024,2134.6399999999976,null,8632.60000000005,3823.809999999996,null,24,4,67,53,4631.76428571429,3728.831000000002,8894.624285714277,7049.334999999994,12.428571428571429,445.57142857142856,4743.476381027102,4180.697081456506,6399.748460118927,32422.350000000028,62262.369999999944,-2576.670000000021,10633.599999999999,-2.207074729228359,0.0,0.47626058826146656,3.0,2.69811320754717,-161.0418750000013,352.8087500000045,23.27777777777778,-11.411408348747855,-0.5563042160731757,13210.270000000019
2024-01-11,G002,196,14,84081.67000000054,38917.47000000006,45164.200000000215,418,14,84081.67000000054,38917.47000000006,-45164.200000000215,15,53.7146800247901,201.15232057416395,29.857142857142858,table,0.995,low,0.7,10,2024,1,11,5,2,0,0,0,222013.51999999984,2125.5100000000007,null,414267.3999999966,3641.930000000002,null,11,8,105,53,44674.28000000001,32557.617000000006,83396.70285714245,60582.30299999972,9.142857142857142,385.2857142857143,79443.60674575911,67774.0131898173,148224.4027435636,312719.9600000001,583776.9199999971,1915.5799999999977,222013.51999999984,20.24864150251008,0.0,22.08711864313715,0.75,2.69811320754717,3226.014285714301,6005.8335714286095,27.866666666666667,107.42946250229942,1.0109664889954624,220097.93999999986
2024-01-11,G003,196,11,44526.66999999784,112570.95999999953,-68044.48000000042,2150,11,44526.66999999784,112570.95999999953,68044.48000000042,13,-152.8173564293124,20.710079069766437,195.45454545454547,table,0.973,medium,0.65,10,2024,1,11,5,2,0,0,0,-8222.9,-813.4300000000005,null,26412.86999999977,1795.9600000000105,null,8,2,283,53,-14442.595714285793,-10207.335000000056,18953.41714285674,13645.057999999719,7.714285714285714,1171.7142857142858,23891.064557399608,20665.758127684167,15754.292361624455,-101098.17000000055,132673.91999999716,-68044.48000000042,-221.30000000000015,-82.65130373849055,0.0,23.792684692308054,4.5,2.69811320754717,-6185.8618181818565,4047.8790909088943,165.3846153846154,-56.5989999086849,4.711374696495499,67823.18000000042
