date,game_id,cumulative_player_base,daily_active_users,gross_daily_revenue,daily_payout,daily_ggr,total_bets,active_players,total_wagered,total_won,gross_gaming_revenue,total_sessions,hold_percentage,avg_bet_size,bets_per_player,game_type,theoretical_rtp,volatility,visual_engagement
2024-01-03,G003,53,2,1795.9600000000105,2609.1200000000035,-813.4300000000005,283,2,1795.9600000000105,2609.1200000000035,813.4300000000005,2,-45.29221140782622,6.34614840989403,141.5,table,0.973,medium,0.65
2024-01-03,G004,53,8,6460.110000000035,5069.45,1391.1499999999965,548,8,6460.110000000035,5069.45,-1391.1499999999965,11,21.534463035458977,11.788521897810282,68.5,slot,0.94,medium,0.6
2024-01-04,G001,70,6,12370.089999999976,3898.6600000000003,8471.46,215,6,12370.089999999976,3898.6600000000003,-8471.46,7,68.48341442948285,57.535302325581284,35.833333333333336,slot,0.96,high,0.85
2024-01-04,G002,70,7,3631.339999999992,1715.7599999999995,1915.5799999999977,245,7,3631.339999999992,1715.7599999999995,-1915.5799999999977,7,52.75132595680938,14.821795918367314,35,table,0.995,low,0.7
2024-01-04,G003,70,4,573.7799999999988,794.9899999999996,-221.30000000000015,365,4,573.7799999999988,794.9899999999996,221.30000000000015,4,-38.56878943148953,1.5719999999999967,91.25,table,0.973,medium,0.65
2024-01-04,G004,70,8,2785.2699999999863,1732.0800000000004,1053.0400000000016,343,8,2785.2699999999863,1732.0800000000004,-1053.0400000000016,9,37.80746570350475,8.120320699708415,42.875,slot,0.94,medium,0.6
2024-01-05,G001,93,10,9986.26999999997,2225.910000000001,7760.380000000026,363,10,9986.26999999997,2225.910000000001,-7760.380000000026,12,77.71049651171107,27.510385674931044,36.3,slot,0.96,high,0.85
2024-01-05,G002,93,9,21706.26000000007,10498.04000000001,11208.210000000012,345,9,21706.26000000007,10498.04000000001,-11208.210000000012,12,51.63584145771761,62.91669565217412,38.333333333333336,table,0.995,low,0.7
2024-01-05,G003,93,8,12659.589999999771,21871.340000000004,-9211.380000000043,1758,8,12659.589999999771,21871.340000000004,9211.380000000043,8,-72.76207207342583,7.20113196814549,219.75,table,0.973,medium,0.65
2024-01-05,G004,93,16,7422.769999999945,4699.310000000002,2723.8199999999924,1097,16,7422.769999999945,4699.310000000002,-2723.8199999999924,20,36.69546543945202,6.766426618049175,68.5625,slot,0.94,medium,0.6
2024-01-06,G001,105,10,5041.59000000001,1938.7499999999993,3102.790000000001,381,10,5041.59000000001,1938.7499999999993,-3102.790000000001,12,61.54387802260784,13.232519685039398,38.1,slot,0.96,high,0.85
2024-01-06,G002,105,10,20814.529999999933,7666.729999999999,13147.790000000005,161,10,20814.529999999933,7666.729999999999,-13147.790000000005,10,63.16640346911531,129.28279503105549,16.1,table,0.995,low,0.7
2024-01-06,G003,105,12,18237.62999999979,24280.01000000008,-6041.710000000093,1566,12,18237.62999999979,24280.01000000008,6041.710000000093,15,-33.12771451115174,11.645996168582242,130.5,table,0.973,medium,0.65
2024-01-06,G004,105,11,2845.389999999999,1615.8900000000003,1229.6200000000017,708,11,2845.389999999999,1615.8900000000003,-1229.6200000000017,14,43.21446269228479,4.018912429378529,64.36363636363636,slot,0.94,medium,0.6
2024-01-07,G001,113,4,216.6899999999998,66.84000000000002,149.7500000000002,90,4,216.6899999999998,66.84000000000002,-149.7500000000002,4,69.10794222160706,2.4076666666666644,22.5,slot,0.96,high,0.85
2024-01-07,G002,113,6,11519.31000000001,5094.430000000001,6424.879999999998,178,6,11519.31000000001,5094.430000000001,-6424.879999999998,8,55.77486846000318,64.71522471910119,29.666666666666668,table,0.995,low,0.7
2024-01-07,G003,113,5,1486.0900000000063,2849.350000000008,-1363.1899999999969,355,5,1486.0900000000063,2849.350000000008,1363.1899999999969,5,-91.72997597722824,4.186169014084525,71,table,0.973,medium,0.65
2024-01-07,G004,113,10,4233.429999999948,2444.4299999999994,1789.2100000000016,663,10,4233.429999999948,2444.4299999999994,-1789.2100000000016,11,42.263838069839906,6.385263951734462,66.3,slot,0.94,medium,0.6
2024-01-09,G001,147,17,20370.189999999864,9736.520000000006,10633.599999999999,612,17,20370.189999999864,9736.520000000006,-10633.599999999999,19,52.20177131386634,33.284624183006315,36,slot,0.96,high,0.85
2024-01-09,G002,147,7,27756.410000000058,14910.619999999992,12845.780000000008,195,7,27756.410000000058,14910.619999999992,-12845.780000000008,8,46.280408741620334,142.3405641025644,27.857142857142858,table,0.995,low,0.7
2024-01-09,G003,147,6,28777.29,36770.65000000009,-7993.209999999998,729,6,28777.29,36770.65000000009,7993.209999999998,7,-27.776104004233886,39.47502057613169,121.5,table,0.973,medium,0.65
2024-01-09,G004,147,18,3407.9499999999944,3571.4999999999995,-163.5700000000017,793,18,3407.9499999999944,3571.4999999999995,163.5700000000017,19,-4.799659619419357,4.297540983606551,44.05555555555556,slot,0.94,medium,0.6
2024-01-10,G001,180,24,8632.60000000005,3751.4400000000014,4881.040000000024,1039,24,8632.60000000005,3751.4400000000014,-4881.040000000024,25,56.541945647892824,8.308565928777718,43.291666666666664,slot,0.96,high,0.85
2024-01-10,G002,180,11,414267.3999999966,192253.8599999995,222013.51999999984,1155,11,414267.3999999966,192253.8599999995,-222013.51999999984,19,53.59183947373162,358.6730735930706,105,table,0.995,low,0.7
2024-01-10,G003,180,8,26412.86999999977,34635.44999999975,-8222.9,1279,8,26412.86999999977,34635.44999999975,8222.9,8,-31.132171551217535,20.651188428459555,159.875,table,0.973,medium,0.65
2024-01-10,G004,180,18,10175.86999999993,7742.510000000007,2433.4800000000378,1352,18,10175.86999999993,7742.510000000007,-2433.4800000000378,19,23.91422060226845,7.526531065088705,75.11111111111111,slot,0.94,medium,0.6
2024-01-11,G001,196,16,5644.940000000072,8221.479999999998,-2576.670000000021,419,16,5644.940000000072,8221.479999999998,2576.670000000021,18,-45.645657881217296,13.47241050119349,26.1875,slot,0.96,high,0.85
2024-01-11,G002,196,14,84081.67000000054,38917.47000000006,45164.200000000215,418,14,84081.67000000054,38917.47000000006,-45164.200000000215,15,53.7146800247901,201.15232057416395,29.857142857142858,table,0.995,low,0.7
2024-01-11,G003,196,11,44526.66999999784,112570.95999999953,-68044.48000000042,2150,11,44526.66999999784,112570.95999999953,68044.48000000042,13,-152.8173564293124,20.710079069766437,195.45454545454547,table,0.973,medium,0.65
2024-01-11,G004,196,14,4878.660000000015,3051.649999999999,1826.610000000004,687,14,4878.660000000015,3051.649999999999,-1826.610000000004,15,37.4408136660476,7.101397379912686,49.07142857142857,slot,0.94,medium,0.6
2024-01-12,G001,214,21,32274.979999999905,13832.439999999999,18442.62999999992,516,21,32274.979999999905,13832.439999999999,-18442.62999999992,27,57.14218877904796,62.548410852713,24.571428571428573,slot,0.96,high,0.85
2024-01-12,G002,214,4,805.21,299.27,505.93999999999994,55,4,805.21,299.27,-505.93999999999994,4,62.8332981458253,14.64018181818182,13.75,table,0.995,low,0.7
2024-01-12,G003,214,15,25632.739999999914,42779.400000000074,-17146.820000000014,1954,15,25632.739999999914,42779.400000000074,17146.820000000014,16,-66.8942141963757,13.118085977482044,130.26666666666668,table,0.973,medium,0.65
2024-01-12,G004,214,20,120653.19000000058,80232.91999999995,40419.82000000086,2334,20,120653.19000000058,80232.91999999995,-40419.82000000086,23,33.50082994075885,51.693740359897426,116.7,slot,0.94,medium,0.6
2024-01-13,G001,243,23,14595.06999999979,6025.799999999998,8568.810000000009,1153,23,14595.06999999979,6025.799999999998,-8568.810000000009,29,58.71030423286857,12.65834345186452,50.130434782608695,slot,0.96,high,0.85
2024-01-13,G002,243,15,28397.81999999993,14797.329999999993,13600.470000000014,360,15,28397.81999999993,14797.329999999993,-13600.470000000014,19,47.89265514042996,78.88283333333314,24,table,0.995,low,0.7
2024-01-13,G003,243,22,195094.29000002268,267891.4200000044,-72796.45000000061,4946,22,195094.29000002268,267891.4200000044,72796.45000000061,28,-37.3134703224744,39.44486251516835,224.8181818181818,table,0.973,medium,0.65
2024-01-13,G004,243,32,18955.209999999734,12612.860000000013,6342.14999999996,1490,32,18955.209999999734,12612.860000000013,-6342.14999999996,35,33.45861111536115,12.721617449664251,46.5625,slot,0.94,medium,0.6
2024-01-14,G001,269,37,22120.380000000318,14813.37999999999,7306.590000000081,1448,37,22120.380000000318,14813.37999999999,-7306.590000000081,47,33.0310329207725,15.276505524862097,39.13513513513514,slot,0.96,high,0.85
2024-01-14,G002,269,16,153313.49999999796,55815.02000000004,97498.48000000016,666,16,153313.49999999796,55815.02000000004,-97498.48000000016,22,63.59419098774828,230.2004504504474,41.625,table,0.995,low,0.7
2024-01-14,G003,269,16,246420.29000000557,340472.46000000206,-94052.15999999928,2761,16,246420.29000000557,340472.46000000206,94052.15999999928,20,-38.16737655815483,89.25037667511972,172.5625,table,0.973,medium,0.65
2024-01-14,G004,269,29,118064.59000000166,74177.41000000003,43887.4399999995,2035,29,118064.59000000166,74177.41000000003,-43887.4399999995,33,37.17239859978245,58.016997542998354,70.17241379310344,slot,0.94,medium,0.6
2024-01-15,G001,286,27,21623.690000000097,8661.659999999994,12961.599999999851,1484,27,21623.690000000097,8661.659999999994,-12961.599999999851,34,59.94166583039154,14.57121967654993,54.96296296296296,slot,0.96,high,0.85
2024-01-15,G002,286,13,12079.179999999918,5959.400000000007,6119.780000000015,387,13,12079.179999999918,5959.400000000007,-6119.780000000015,13,50.66386956730553,31.21235142118842,29.76923076923077,table,0.995,low,0.7
2024-01-15,G003,286,11,43337.04999999919,63325.96999999965,-19989.050000000025,1547,11,43337.04999999919,63325.96999999965,19989.050000000025,13,-46.12462084982803,28.013606981253517,140.63636363636363,table,0.973,medium,0.65
2024-01-15,G004,286,28,20192.07999999983,11658.730000000009,8533.280000000059,1581,28,20192.07999999983,11658.730000000009,-8533.280000000059,34,42.26052987111843,12.77171410499673,56.464285714285715,slot,0.94,medium,0.6
2024-01-17,G001,325,23,14139.679999999864,5338.880000000002,8800.799999999905,1635,23,14139.679999999864,5338.880000000002,-8800.799999999905,25,62.24186120195074,8.648122324158939,71.08695652173913,slot,0.96,high,0.85
2024-01-17,G002,325,13,96395.94999999994,46343.09000000006,50052.860000000044,422,13,96395.94999999994,46343.09000000006,-50052.860000000044,13,51.92423540615563,228.42642180094774,32.46153846153846,table,0.995,low,0.7
2024-01-17,G003,325,17,477625.639999997,717940.7600000041,-240315.35000000073,1742,17,477625.639999997,717940.7600000041,240315.35000000073,18,-50.314583195324744,274.18234213547476,102.47058823529412,table,0.973,medium,0.65
2024-01-17,G004,325,24,5444.659999999995,3620.319999999999,1824.3700000000138,1151,24,5444.659999999995,3620.319999999999,-1824.3700000000138,24,33.50751011082447,4.730373588184183,47.958333333333336,slot,0.94,medium,0.6
2024-01-18,G001,351,21,11758.73000000003,4444.190000000001,7314.749999999982,683,21,11758.73000000003,4444.190000000001,-7314.749999999982,22,62.206973031951264,17.216295754026397,32.523809523809526,slot,0.96,high,0.85
2024-01-18,G002,351,15,152891.1199999994,77704.27000000021,75186.87000000046,568,15,152891.1199999994,77704.27000000021,-75186.87000000046,16,49.17674093825773,269.1745070422525,37.86666666666667,table,0.995,low,0.7
2024-01-18,G003,351,14,36723.61999999976,66434.2999999997,-29710.269999999946,1603,14,36723.61999999976,66434.2999999997,29710.269999999946,18,-80.90234568378645,22.909307548346703,114.5,table,0.973,medium,0.65
2024-01-18,G004,351,21,9448.519999999944,4898.059999999995,4550.0899999999665,1205,21,9448.519999999944,4898.059999999995,-4550.0899999999665,24,48.1566425217917,7.8410954356846005,57.38095238095238,slot,0.94,medium,0.6
2024-01-19,G001,380,31,28592.48000000001,15423.289999999994,13169.139999999941,1082,31,28592.48000000001,15423.289999999994,-13169.139999999941,36,46.058054425499066,26.42558225508319,34.903225806451616,slot,0.96,high,0.85
2024-01-19,G002,380,24,87534.56000000067,42013.5700000001,45520.98000000024,959,24,87534.56000000067,42013.5700000001,-45520.98000000024,25,52.003437270947494,91.27691345151268,39.958333333333336,table,0.995,low,0.7
2024-01-19,G003,380,18,178985.1800000096,387875.260000002,-208890.3599999967,2471,18,178985.1800000096,387875.260000002,208890.3599999967,23,-116.70818779520489,72.43430999595694,137.27777777777777,table,0.973,medium,0.65
2024-01-19,G004,380,24,14969.35,14373.170000000027,596.0199999999976,976,24,14969.35,14373.170000000027,-596.0199999999976,27,3.9816024075861516,15.337448770491804,40.666666666666664,slot,0.94,medium,0.6
2024-01-20,G001,401,32,19462.050000000083,10498.150000000001,8963.6699999999,1287,32,19462.050000000083,10498.150000000001,-8963.6699999999,35,46.05717280553622,15.122027972028036,40.21875,slot,0.96,high,0.85
2024-01-20,G002,401,16,13633.890000000007,6168.549999999999,7465.310000000008,433,16,13633.890000000007,6168.549999999999,-7465.310000000008,21,54.75553932149961,31.487043879907638,27.0625,table,0.995,low,0.7
2024-01-20,G003,401,22,379022.2700000232,588726.7499999814,-209704.59999998336,5048,22,379022.2700000232,588726.7499999814,209704.59999998336,24,-55.327777969344794,75.08365095087622,229.45454545454547,table,0.973,medium,0.65
2024-01-20,G004,401,20,7125.020000000024,4158.689999999999,2966.469999999999,689,20,7125.020000000024,4158.689999999999,-2966.469999999999,22,41.6345497977548,10.341103047895535,34.45,slot,0.94,medium,0.6
2024-01-21,G001,436,46,31805.010000000457,15830.040000000012,15974.819999999812,1941,46,31805.010000000457,15830.040000000012,-15974.819999999812,48,50.227369838901424,16.38588871715634,42.19565217391305,slot,0.96,high,0.85
2024-01-21,G002,436,22,93957.64000000077,38115.4800000001,55842.13000000014,796,22,93957.64000000077,38115.4800000001,-55842.13000000014,28,59.43330419963686,118.0372361809055,36.18181818181818,table,0.995,low,0.7
2024-01-21,G003,436,30,220523.20000003115,377594.4700000007,-157070.88999998558,5770,30,220523.20000003115,377594.4700000007,157070.88999998558,33,-71.22646959592613,38.21892547660852,192.33333333333334,table,0.973,medium,0.65
2024-01-21,G004,436,44,67313.8200000034,36567.01999999998,30747.01000000026,2684,44,67313.8200000034,36567.01999999998,-30747.01000000026,55,45.67711355557998,25.079664679583978,61,slot,0.94,medium,0.6
2024-01-22,G001,463,49,80423.02000000034,30847.52999999998,49575.150000000285,2170,49,80423.02000000034,30847.52999999998,-49575.150000000285,57,61.64298480708642,37.06129953917066,44.285714285714285,slot,0.96,high,0.85
2024-01-22,G002,463,27,80955.34000000013,40029.04000000002,40926.29000000009,881,27,80955.34000000013,40029.04000000002,-40926.29000000009,42,50.55415739097634,91.89028376844509,32.629629629629626,table,0.995,low,0.7
2024-01-22,G003,463,27,625912.8899998285,854975.7799999675,-229063.2699999676,9373,27,625912.8899998285,854975.7799999675,229063.2699999676,36,-36.596669226612406,66.77828763467711,347.14814814814815,table,0.973,medium,0.65
2024-01-22,G004,463,51,14012.660000000002,8806.860000000006,5205.300000000014,1770,51,14012.660000000002,8806.860000000006,-5205.300000000014,56,37.14712267335405,7.9167570621468935,34.705882352941174,slot,0.94,medium,0.6
2024-01-23,G001,479,24,10651.230000000018,4894.920000000002,5756.229999999982,704,24,10651.230000000018,4894.920000000002,-5756.229999999982,28,54.042866410733524,15.129588068181844,29.333333333333332,slot,0.96,high,0.85
2024-01-23,G002,479,25,33753.97000000002,10440.950000000017,23313.08999999997,589,25,33753.97000000002,10440.950000000017,-23313.08999999997,30,69.0676978145088,57.30724957555182,23.56,table,0.995,low,0.7
2024-01-23,G003,479,27,547685.970000008,857730.8800000013,-310045.1900000085,4039,27,547685.970000008,857730.8800000013,310045.1900000085,32,-56.61002964892528,135.59939836593415,149.59259259259258,table,0.973,medium,0.65
2024-01-23,G004,479,37,20845.509999999642,13408.060000000016,7437.6499999999405,1759,37,20845.509999999642,13408.060000000016,-7437.6499999999405,40,35.679865832018834,11.850773166571713,47.54054054054054,slot,0.94,medium,0.6
2024-01-24,G003,0,7,492939.1299999856,645378.1200000017,-152438.85999999449,2496,7,492939.1299999856,645378.1200000017,152438.85999999449,7,-30.924479458548753,197.49163862178912,356.57142857142856,table,0.973,medium,0.65
2024-01-25,G001,521,49,8043.609999999926,3416.4500000000003,4627.079999999975,1528,49,8043.609999999926,3416.4500000000003,-4627.079999999975,53,57.52491729459804,5.264142670157019,31.183673469387756,slot,0.96,high,0.85
2024-01-25,G002,521,18,110929.45000000104,51196.30000000013,59733.150000000256,797,18,110929.45000000104,51196.30000000013,-59733.150000000256,20,53.84787358091083,139.18375156838275,44.27777777777778,table,0.995,low,0.7
2024-01-25,G003,521,17,36784.54999999963,53830.16999999985,-17045.269999999986,1957,17,36784.54999999963,53830.16999999985,17045.269999999986,17,-46.33812293476516,18.796397547266036,115.11764705882354,table,0.973,medium,0.65
2024-01-25,G004,521,22,11922.689999999879,7242.649999999998,4680.179999999995,910,22,11922.689999999879,7242.649999999998,-4680.179999999995,26,39.25439644912384,13.101857142857009,41.36363636363637,slot,0.94,medium,0.6
2024-01-26,G001,550,41,27200.770000000364,13539.049999999997,13661.979999999885,1640,41,27200.770000000364,13539.049999999997,-13661.979999999885,42,50.22644579546719,16.58583536585388,40,slot,0.96,high,0.85
2024-01-26,G002,550,17,134806.23999999953,65445.66000000005,69360.56999999992,760,17,134806.23999999953,65445.66000000005,-69360.56999999992,20,51.45204702690332,177.37663157894676,44.705882352941174,table,0.995,low,0.7
2024-01-26,G003,550,26,66004.64999999912,101310.24000000062,-35303.910000000375,2999,26,66004.64999999912,101310.24000000062,35303.910000000375,28,-53.487004324696585,22.008886295431516,115.34615384615384,table,0.973,medium,0.65
2024-01-26,G004,550,22,7139.940000000071,3605.7599999999984,3534.2300000000105,720,22,7139.940000000071,3605.7599999999984,-3534.2300000000105,25,49.49943556948623,9.916583333333433,32.72727272727273,slot,0.94,medium,0.6
2024-01-27,G001,585,42,75633.90999999923,31979.90999999995,43654.06999999969,2243,42,75633.90999999923,31979.90999999995,-43654.06999999969,48,57.71758990114372,33.71997770842587,53.404761904761905,slot,0.96,high,0.85
2024-01-27,G002,585,27,143221.91999999972,70552.63000000006,72669.35000000011,1265,27,143221.91999999972,70552.63000000006,-72669.35000000011,34,50.73898604347732,113.21890909090887,46.851851851851855,table,0.995,low,0.7
2024-01-27,G003,585,26,519509.159999964,685244.82000002,-165735.23999998896,6676,26,519509.159999964,685244.82000002,165735.23999998896,33,-31.902274831881776,77.81742959855661,256.7692307692308,table,0.973,medium,0.65
2024-01-27,G004,585,41,9376.169999999931,5281.489999999999,4094.2599999999175,1760,41,9376.169999999931,5281.489999999999,-4094.2599999999175,45,43.66665706786404,5.327369318181779,42.926829268292686,slot,0.94,medium,0.6
2024-01-28,G001,610,44,33123.409999999945,13846.3,19276.689999999817,2317,44,33123.409999999945,13846.3,-19276.689999999817,53,58.19657456765426,14.295817867932648,52.65909090909091,slot,0.96,high,0.85
2024-01-28,G002,610,21,51099.60000000017,21193.639999999978,29905.969999999994,826,21,51099.60000000017,21193.639999999978,-29905.969999999994,25,58.52486125135988,61.86392251816002,39.333333333333336,table,0.995,low,0.7
2024-01-28,G003,610,19,107103.32000000114,151732.82999999748,-44629.65000000148,5543,19,107103.32000000114,151732.82999999748,44629.65000000148,21,-41.66971668105246,19.322265920981625,291.7368421052632,table,0.973,medium,0.65
2024-01-28,G004,610,37,26891.5300000003,17179.960000000003,9711.580000000013,1891,37,26891.5300000003,17179.960000000003,-9711.580000000013,41,36.11389906041011,14.220798519302116,51.108108108108105,slot,0.94,medium,0.6
2024-01-29,G001,644,60,25642.60999999974,12115.020000000002,13527.659999999973,2062,60,25642.60999999974,12115.020000000002,-13527.659999999973,69,52.75461429238331,12.43579534432577,34.36666666666667,slot,0.96,high,0.85
2024-01-29,G002,644,24,58130.93999999988,25231.450000000037,32899.48000000012,797,24,58130.93999999988,25231.450000000037,-32899.48000000012,27,56.59547222184983,72.93718946047663,33.208333333333336,table,0.995,low,0.7
2024-01-29,G003,644,33,177949.21000000645,293257.6800000056,-115310.28999999951,3984,33,177949.21000000645,293257.6800000056,115310.28999999951,37,-64.7995515124767,44.66596636546347,120.72727272727273,table,0.973,medium,0.65
2024-01-29,G004,644,57,24217.949999999935,13562.020000000004,10656.62000000011,3576,57,24217.949999999935,13562.020000000004,-10656.62000000011,72,44.00298125976864,6.772357382550317,62.73684210526316,slot,0.94,medium,0.6
2024-01-30,G001,668,62,27232.399999999623,9391.680000000011,17840.62999999983,2275,62,27232.399999999623,9391.680000000011,-17840.62999999983,74,65.51251450478135,11.970285714285549,36.693548387096776,slot,0.96,high,0.85
2024-01-30,G002,668,30,106474.66000000092,42478.619999999944,63996.10999999998,1106,30,106474.66000000092,42478.619999999944,-63996.10999999998,37,60.10454506264629,96.27003616636611,36.86666666666667,table,0.995,low,0.7
2024-01-30,G003,668,37,85033.6399999997,105948.1400000004,-20914.369999999508,4232,37,85033.6399999997,105948.1400000004,20914.369999999508,42,-24.59540718238051,20.093015122873272,114.37837837837837,table,0.973,medium,0.65
2024-01-30,G004,668,54,21584.510000000297,13605.249999999993,7978.369999999936,2942,54,21584.510000000297,13605.249999999993,-7978.369999999936,62,36.96340570158797,7.336679129843745,54.48148148148148,slot,0.94,medium,0.6
2024-01-31,G001,686,50,15126.490000000242,6056.239999999999,9069.860000000033,1801,50,15126.490000000242,6056.239999999999,-9069.860000000033,55,59.96010971481083,8.398939478067874,36.02,slot,0.96,high,0.85
2024-01-31,G002,686,28,185484.72999999978,84764.42000000017,100720.30000000016,1341,28,185484.72999999978,84764.42000000017,-100720.30000000016,33,54.30112764538638,138.31821774794912,47.892857142857146,table,0.995,low,0.7
2024-01-31,G003,686,32,151279.33000000665,235259.71000000136,-83980.28000000145,3860,32,151279.33000000665,235259.71000000136,83980.28000000145,38,-55.513387056908414,39.19153626943177,120.625,table,0.973,medium,0.65
2024-01-31,G004,686,48,11526.260000000053,7006.789999999997,4520.16000000001,2240,48,11526.260000000053,7006.789999999997,-4520.16000000001,61,39.21618981352138,5.14565178571431,46.666666666666664,slot,0.94,medium,0.6
2024-02-01,G003,0,2,2574.460000000023,3961.8200000000174,-1387.409999999996,604,2,2574.460000000023,3961.8200000000174,1387.409999999996,2,-53.89130147681392,4.262350993377521,302,table,0.973,medium,0.65
2024-02-02,G001,721,49,43520.10999999968,23770.08000000001,19749.439999999584,1706,49,43520.10999999968,23770.08000000001,-19749.439999999584,54,45.38003235745436,25.510029308323375,34.816326530612244,slot,0.96,high,0.85
2024-02-02,G002,721,22,235003.25999999992,111783.90000000005,123218.95999999999,1596,22,235003.25999999992,111783.90000000005,-123218.95999999999,25,52.432872633341354,147.2451503759398,72.54545454545455,table,0.995,low,0.7
2024-02-02,G003,721,20,561555.3700000026,785759.0899999947,-224204.12999999803,2556,20,561555.3700000026,785759.0899999947,224204.12999999803,26,-39.92556067979494,219.7008489827866,127.8,table,0.973,medium,0.65
2024-02-02,G004,721,35,20980.379999999914,12369.220000000014,8611.33000000006,1841,35,20980.379999999914,12369.220000000014,-8611.33000000006,42,41.044680792245394,11.396186854970079,52.6,slot,0.94,medium,0.6
2024-02-03,G001,749,48,80626.87000000101,36877.36000000005,43748.9899999997,2280,48,80626.87000000101,36877.36000000005,-43748.9899999997,55,54.26105465832811,35.362662280702196,47.5,slot,0.96,high,0.85
2024-02-03,G002,749,21,80461.38999999978,33784.60999999995,46676.71999999984,809,21,80461.38999999978,33784.60999999995,-46676.71999999984,28,58.0113269233852,99.45783683559924,38.523809523809526,table,0.995,low,0.7
2024-02-03,G003,749,28,57153.010000000824,75600.9300000002,-18448.81999999998,4142,28,57153.010000000824,75600.9300000002,18448.81999999998,29,-32.27969970435453,13.798408981168716,147.92857142857142,table,0.973,medium,0.65
2024-02-03,G004,749,31,35071.260000000446,22861.98999999998,12209.040000000003,1539,31,35071.260000000446,22861.98999999998,-12209.040000000003,36,34.812094005176455,22.788343079922317,49.645161290322584,slot,0.94,medium,0.6
2024-02-04,G001,775,58,49970.989999998936,20481.150000000045,29490.000000000015,2423,58,49970.989999998936,20481.150000000045,-29490.000000000015,66,59.01424006208531,20.623602971522466,41.775862068965516,slot,0.96,high,0.85
2024-02-04,G002,775,24,155428.7300000005,77270.30999999991,78158.04999999976,1290,24,155428.7300000005,77270.30999999991,-78158.04999999976,27,50.28545880803343,120.48738759689962,53.75,table,0.995,low,0.7
2024-02-04,G003,775,29,124084.3100000056,159696.0800000001,-35614.01999999973,3051,29,124084.3100000056,159696.0800000001,35614.01999999973,38,-28.70146918655398,40.6700458865964,105.20689655172414,table,0.973,medium,0.65
2024-02-04,G004,775,47,202652.58000001204,319501.1499999995,-116848.19000000136,4550,47,202652.58000001204,319501.1499999995,116848.19000000136,58,-57.659364613070515,44.53902857143122,96.80851063829788,slot,0.94,medium,0.6
2024-02-05,G001,805,58,89416.9899999981,37340.619999999995,52075.92999999973,2558,58,89416.9899999981,37340.619999999995,-52075.92999999973,66,58.23941289010157,34.95582095386947,44.10344827586207,slot,0.96,high,0.85
2024-02-05,G002,805,23,18190.26999999974,8494.020000000015,9696.209999999914,1010,23,18190.26999999974,8494.020000000015,-9696.209999999914,29,53.304376460602576,18.010168316831425,43.91304347826087,table,0.995,low,0.7
2024-02-05,G003,805,24,463562.3800000123,685624.1299999795,-222061.46000000127,4742,24,463562.3800000123,685624.1299999795,222061.46000000127,30,-47.90325306380457,97.75672290173182,197.58333333333334,table,0.973,medium,0.65
2024-02-05,G004,805,53,15884.360000000315,8797.04999999999,7087.490000000101,2455,53,15884.360000000315,8797.04999999999,-7087.490000000101,59,44.61929847976223,6.470207739307664,46.320754716981135,slot,0.94,medium,0.6
